title,company,salary,technical_skill,location,image_url,job_url,cluster
embedded software engineer - integration build (devops),lg electronics development vietnam (lgedv),Negotiable,embedded linux,"Floor 32 & 34, Keangnam Landmark 72 building, Pham Hung street, Nam Tu Liem, Hanoi",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBM3d3REE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--61527e04af1870bf7e9858df649b2a613e1fad9b/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/lg-development-center-vietnam-logo.png,https://itviec.com/it-jobs/embedded-software-engineer-integration-build-devops-lg-electronics-development-vietnam-lgedv-2426?lab_feature=preview_jd_page,6
team leader (.net) - fintech- up to 3000$,sharpensols,Negotiable,net azure,"16 Song Thao, Ward 2, Tan Binh, Ho Chi Minh",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBK1hUUFE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--5c6215a366cfb4a5a21051d6473594ddbe05cb0a/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--89a7283b6fdfb4208cdc2b440a36613a6fae974c/316045090_1570305210049894_1846277283194380436_n.jpg,https://itviec.com/it-jobs/team-leader-net-fintech-up-to-3000-sharpensols-3118?lab_feature=preview_jd_page,6
"junior/middle php developer (python, mysql, javascript)",công ty tnhh thankslab việt nam,Negotiable,mysql php python,"2nd Floor, Mach Building, 127 Ung Van Khiem Street, Ward 25, Binh Thanh, Ho Chi Minh",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBemIwS1E9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--b4546ebdb5164bd5335439ca4fafd004ae64e411/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/logo.png,https://itviec.com/it-jobs/junior-middle-php-developer-python-mysql-javascript-cong-ty-tnhh-thankslab-viet-nam-4156?lab_feature=preview_jd_page,6
senior devops engineer (cloud / aws / kubernetes),beincom,Negotiable,aws devops cloud,"EVOL GROUP - TTC Building, No 1, Tan Thuan Street, District 7, HCMC, District 7, Ho Chi Minh",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNklBS3c9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--f6bd7149227fa703a2039ee4934a624715669140/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/Group.png,https://itviec.com/it-jobs/senior-devops-engineer-cloud-aws-kubernetes-beincom-4222?lab_feature=preview_jd_page,6
adobe commerce team leader (magento),"niteco vietnam co., ltd",Negotiable,magento php,"14th Floor, CLand Tower, 156 Xa Dan II, Dong Da, Hanoi",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBenZhT2c9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--78256eff185961a6e10697371a0cdb77a0c699c9/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/Blue%20Illustrated%20Pool%20Party%20Instagram%20Post.png,https://itviec.com/it-jobs/adobe-commerce-team-leader-magento-niteco-vietnam-co-ltd-0624?lab_feature=preview_jd_page,6
"senior backend engineer (ruby/python/java, hybrid)",raksul vietnam,Negotiable,java ruby typescript,"34th Floor, Lim Tower 1, 9-11 Ton Duc Thang, District 1, Ho Chi Minh",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMkNrSVE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--6af39f9b4733ad6c16bf6c85fe5f06fef65370a5/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/20210729_raksul_logo_black_CMYK.png,https://itviec.com/it-jobs/senior-backend-engineer-ruby-python-java-hybrid-raksul-vietnam-0707?lab_feature=preview_jd_page,8
"software application administration (sql, oracle, linux)",vcbs,Negotiable,sql oracle linux,"72 Tran Hung Dao, Hoan Kiem, Hanoi",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBK3MwREE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--a1d5dfc2263b3feb3fefd064444684f7c01e8523/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/vcbs-logo.png,https://itviec.com/it-jobs/quan-tri-ung-dung-phan-mem-sql-oracle-linux-vcbs-4134?lab_feature=preview_jd_page,5
senior tester (manual qc),timo,Negotiable,tester qc qa,"412 Nguyen Thi Minh Khai, Ward 5, District 3, Ho Chi Minh",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBd3BQSHc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--1a8e51db7d79698eba420e3cb1a6fe095bad154a/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--89a7283b6fdfb4208cdc2b440a36613a6fae974c/41b25bee7415804bd904.jpg,https://itviec.com/it-jobs/tester-manual-qc-timo-5120?lab_feature=preview_jd_page,3
(java/golang) backend developer (junior/middle/senior),smilegate vietnam,Negotiable,java sql golang,"Ji Lam Building, No. 663-665, Dien Bien Phu Street, Ward 25, Binh Thanh, Ho Chi Minh",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBN3Z4TXc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--573730ea6196f6415a87768db2beaddb0e46eab6/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--89a7283b6fdfb4208cdc2b440a36613a6fae974c/Smilegate.jpg,https://itviec.com/it-jobs/backend-developer-java-go-smilegate-vietnam-1251?lab_feature=preview_jd_page,8
microsoft dynamics nav / business central developer,infolog vietnam,Negotiable,net erp,"62 Vo Van Tan, Vo Thi Sau Ward, District 3, Ho Chi Minh",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMEV4REE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--8388aa0a60d8e9cffab482a1e6edc91853777c92/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJU2xCSEJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--328a861f9298cf336f3156564a69f746e4a952ab/infolog-vietnam-logo.JPG,https://itviec.com/it-jobs/microsoft-dynamics-nav-business-central-developer-infolog-vietnam-0921?lab_feature=preview_jd_page,6
business analyst (tech & non-tech) (it ba),hdwebsoft,Negotiable,analyst agile business,"HDWEBSOFT BUILDING 15 Thep Moi, Ward 12, Tan Binh, Ho Chi Minh",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNXdwREE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--15e1e46a080868f2bdc074e27d63a028c43ed9c3/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/hdwebsoft-logo.png,https://itviec.com/it-jobs/business-analyst-tech-non-tech-it-ba-hdwebsoft-3800?lab_feature=preview_jd_page,6
senior java developer,zamo,Negotiable,java oop spring,"373-375 Nguyen Trong Tuyen, Ward 2, Tan Binh, Ho Chi Minh",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNSswSUE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--6833dbc00a5a424ca5eafb4b0c409302059e8d53/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/Zamo%20logo-Icon.png,https://itviec.com/it-jobs/senior-java-developer-zamo-5342?lab_feature=preview_jd_page,8
senior automation qa engineer upto 2400$,outpost24,Negotiable,tester test automation,"15th floor, Peakview tower, 36 Hoang Cau, Dong Da, Hanoi",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBKzV0TEE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--2868cdbc5e51cd78971ec46f3947a688e1a52a80/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--89a7283b6fdfb4208cdc2b440a36613a6fae974c/01-o24-color-sq.jpg,https://itviec.com/it-jobs/senior-qa-engineer-automation-upto-2500-outpost24-2640?lab_feature=preview_jd_page,6
it department - data application / machine learning engineer,viettel group,Negotiable,java python database,"5th Floor, Headquarters of Viettel Group, Lot D26, Cau Giay New Urban Area, Yen Hoa Ward, Cau Giay, Hanoi",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBN09SR3c9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--8116cf4b23cb755b3b556d410e98ed210b2f68c4/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJU2xCSEJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--328a861f9298cf336f3156564a69f746e4a952ab/logo%20Viettel.JPG,https://itviec.com/it-jobs/ban-cntt-data-application-machine-learning-engineer-viettel-group-2959?lab_feature=preview_jd_page,8
java/ golang developer (middle/ senior),onepay,Negotiable,java golang postgresql,"BIDV Tower, 194 Tran Quang Khai, Hoan Kiem, Hanoi",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNmlmS0E9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--2e52e82efae273ba1074614b634114ae756d0969/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/Logo_OnePay.png,https://itviec.com/it-jobs/java-golang-developer-middle-senior-onepay-0537?lab_feature=preview_jd_page,8
"senior devops engineer (cloudops, aws)",tyme,Negotiable,aws devops cloud,"HIU Tower, 215 Dien Bien Phu, Ward 15, Binh Thanh, Ho Chi Minh",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBK0xPTEE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--e622a8382b21b032819f520d792bef976ace053e/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/TX_RGB_Primary_onWhite.png,https://itviec.com/it-jobs/senior-devops-engineer-cloudops-aws-tyme-0612?lab_feature=preview_jd_page,6
"scrum master (agile, english)","cyberlogitec vietnam co., ltd.",Negotiable,agile scrum,"Scetpa Building, 19A Cong Hoa, Ward 12, Tan Binh, Ho Chi Minh",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNXlrRUE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--e340eba430c2de28c5113384502ceabce8e3985e/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/Logo%20CyberLogitec%20VN.png,https://itviec.com/it-jobs/scrum-master-agile-english-cyberlogitec-vietnam-co-ltd-3749?lab_feature=preview_jd_page,6
senior business analyst - insurance (on-site),covergo,Negotiable,analyst tester business,"1 Bis Pham Ngoc Thach, Ben Nghe Ward, District 1, Ho Chi Minh City, Vietnam, District 1, Ho Chi Minh",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNTVFUXc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--5c32906387f6e803009852276627367e4eec94eb/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/Logo%20-%20Arrow%20-%20Blue.png,https://itviec.com/it-jobs/business-analyst-insurance-on-site-covergo-2423?lab_feature=preview_jd_page,6
mobile dev (react native/ ios/ android) - it department,mb bank,Negotiable,react native android ios,"MB Building, 18 Le Van Luong, Cau Giay, Hanoi",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMmZvSXc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--88c82102b4c6782414b90e4077f75449b9789560/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/Logo%20MB%20he%20mau%20RGB%2001.png,https://itviec.com/it-jobs/mobille-dev-react-native-ios-android-khoi-cntt-mb-bank-5129?lab_feature=preview_jd_page,1
manual tester - information technology division,mb bank,Negotiable,tester agile scrum,"MB Building, 18 Le Van Luong, Cau Giay, Hanoi",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMmZvSXc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--88c82102b4c6782414b90e4077f75449b9789560/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/Logo%20MB%20he%20mau%20RGB%2001.png,https://itviec.com/it-jobs/manual-test-khoi-cong-nghe-thong-tin-mb-bank-4432?lab_feature=preview_jd_page,6
data engineer (sql/ java/ nosql),mb bank,Negotiable,java nosql sql,"MB Building, 18 Le Van Luong, Cau Giay, Hanoi",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMmZvSXc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--88c82102b4c6782414b90e4077f75449b9789560/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/Logo%20MB%20he%20mau%20RGB%2001.png,https://itviec.com/it-jobs/ky-su-phat-trien-data-engineer-sql-java-nosql-mb-bank-3156?lab_feature=preview_jd_page,8
fullstack developer (mysql/ java/ reactjs) - all level,mb bank,Negotiable,java mysql reactjs,"MB Building, 18 Le Van Luong, Cau Giay, Hanoi",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMmZvSXc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--88c82102b4c6782414b90e4077f75449b9789560/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/Logo%20MB%20he%20mau%20RGB%2001.png,https://itviec.com/it-jobs/fullstack-developer-mysql-java-reactjs-all-level-mb-bank-2147?lab_feature=preview_jd_page,8
"senior/lead java developer (spring, postgresql)",rakus vietnam company,Negotiable,java spring postgresql,"Floor 4, QTSC Building 9, Lot No. 42, Street No. 3, CVPM, Quang Trung, Tan Chanh Hiep, District 12, Ho Chi Minh, District 12, Ho Chi Minh",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBKzBvREE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--7b1e165e4ea4add03ab8464b17ef868118e03d2d/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/rakus-vietnam-company-logo.png,https://itviec.com/it-jobs/senior-lead-java-developer-spring-postgresql-rakus-vietnam-company-4935?lab_feature=preview_jd_page,8
"senior backend developer (nodejs, typescript, expressjs)",hsc,Negotiable,java nodejs typescript,"AB Tower, 76A Le Lai, District 1, Ho Chi Minh",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNEszTWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--aeb63863939fc3f134b9ad60cdeb91c87b943e73/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/hsc-logo@3x.png,https://itviec.com/it-jobs/senior-backend-developer-nodejs-expressjs-hsc-3533?lab_feature=preview_jd_page,8
senior frontend developer (reactjs),hsc,Negotiable,react native javascript reactjs,"AB Tower, 76A Le Lai, District 1, Ho Chi Minh",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNEszTWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--aeb63863939fc3f134b9ad60cdeb91c87b943e73/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/hsc-logo@3x.png,https://itviec.com/it-jobs/senior-frontend-developer-hsc-4143?lab_feature=preview_jd_page,2
front end developer (reactjs) - up to 1700$,trail limited,Negotiable,javascript reactjs,"VTC Online building, 18 Tam Trinh, Hai Ba Trung, Hanoi",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMkJEUXc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--47679a7c637498cbc872a0e697158743aadc53e4/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/image%20(13).png,https://itviec.com/it-jobs/front-end-developer-reactjs-trail-limited-5836?lab_feature=preview_jd_page,2
backend engineer (java),one mount group,Negotiable,java spring database,"Tower 2 (T26) Times City, 458 Minh Khai, Hai Ba Trung, Hanoi",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBM09kSGc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--17f3114b5ccf13089c59952d1800098c8d92a1c3/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/Company%20logo.png,https://itviec.com/it-jobs/backend-engineer-java-one-mount-group-1653?lab_feature=preview_jd_page,8
"middle .net developer (c#, english)",hrs group,Negotiable,net,"Anna building, Quang Trung software city, District 12, Ho Chi Minh",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBeGE5UHc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--10063f1ea0317e7a98e5c5b2e13a227c9938625b/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--89a7283b6fdfb4208cdc2b440a36613a6fae974c/hrsgroup__logo.jpg,https://itviec.com/it-jobs/middle-net-developer-english-hrs-group-1454?lab_feature=preview_jd_page,6
"senior .net developer (c#, asp.net)- up to 2500$",kis technology,Negotiable,net c# aspnet,"182 D street, Lakeview, An Phu, Thu Duc City, Ho Chi Minh",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMjM3S3c9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--8fd2e9a942a96dc13b22dd3b307bfc8a7439fb0a/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--89a7283b6fdfb4208cdc2b440a36613a6fae974c/20191106_142513-768x364.jpg,https://itviec.com/it-jobs/senior-net-developer-c-asp-net-up-to-2500-kis-technology-3829?lab_feature=preview_jd_page,6
"junior/mid developer (php, ruby ,golang) - up to 40m",border z vietnam,Negotiable,python php golang,"CIC Tower, No. 2 Nguyen Thi Due, Yen Hoa Ward, Cau Giay, Hanoi, Cau Giay, Hanoi",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBd1pxSkE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--105b4c69b60c9935320616d35116fe41d81fb55b/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--89a7283b6fdfb4208cdc2b440a36613a6fae974c/logo-tate.jpg,https://itviec.com/it-jobs/mid-sr-developer-php-ruby-golang-up-to-40m-border-z-vietnam-4718?lab_feature=preview_jd_page,6
